file,alpha,seed,energy,BB_mean_deg,BB_min_deg,BB_max_deg,BL_p50_deg,BL_mean_deg,LL_p50_deg,LL_mean_deg
MAP_N6_NB2_NL4_a2_s2_results_global.json,2.0,2,36.31091673897305,80.91742474300955,80.91742474300955,80.91742474300955,86.48971706027758,106.65449236884123,95.86718189538419,107.47250131598632
MAP_N6_NB2_NL4_a2_s3_results_global.json,2.0,3,36.31096784700622,80.66470199304084,80.66470199304084,80.66470199304084,86.49292575921085,106.6360530936165,95.94170822132669,107.48386453212119
MAP_N6_NB2_NL4_a2_s4_results_global.json,2.0,4,36.31092411583185,80.51386331104972,80.51386331104972,80.51386331104972,86.57045022437725,106.63724569856356,95.74145770793561,107.49405720849056
MAP_N6_NB2_NL4_a2_s5_results_global.json,2.0,5,36.310888933174326,80.41189587763789,80.41189587763789,80.41189587763789,86.5832757769756,106.65923754709056,95.77862883503039,107.47861545528549
MAP_N6_NB2_NL4_a2p05_s1_results_global.json,2.05,1,37.700894808941605,80.63409904265689,80.63409904265689,80.63409904265689,86.29806097759624,106.40260087216744,96.14320830064761,107.56286652783818
MAP_N6_NB2_NL4_a2p05_s2_results_global.json,2.05,2,37.70087678178236,80.55297818196638,80.55297818196638,80.55297818196638,86.35272631905826,106.51833764168202,96.04295879958124,107.51654847700293
MAP_N6_NB2_NL4_a2p05_s3_results_global.json,2.05,3,37.700890112927326,80.43240435576189,80.43240435576189,80.43240435576189,86.35876206430765,106.37301541802648,96.07488092124999,107.57207780335362
MAP_N6_NB2_NL4_a2p05_s4_results_global.json,2.05,4,37.700898631629855,80.35717034913488,80.35717034913488,80.35717034913488,86.35488190488972,106.41018711944689,96.20289540432105,107.55160806761349
MAP_N6_NB2_NL4_a2p05_s5_results_global.json,2.05,5,37.700863586362374,80.07706594816767,80.07706594816767,80.07706594816767,86.40808108560904,106.41643411513567,95.97790679133766,107.56516802133372
MAP_N6_NB2_NL4_a2p15_s1_results_global.json,2.15,1,40.55112162329524,80.10692471846875,80.10692471846875,80.10692471846875,86.03675549043021,106.0771274299521,96.49093110394972,107.65727483408914
MAP_N6_NB2_NL4_a2p15_s2_results_global.json,2.15,2,40.55110588325687,80.13086893598685,80.13086893598685,80.13086893598685,86.03487642891358,106.11341125634934,96.45259503567488,107.64441022841879
MAP_N6_NB2_NL4_a2p15_s3_results_global.json,2.15,3,40.55107276167753,80.1877945240984,80.1877945240984,80.1877945240984,86.09364584666005,106.10057181148912,96.44867563378669,107.65434644091543
MAP_N6_NB2_NL4_a2p15_s4_results_global.json,2.15,4,40.55115664588973,80.01930680246338,80.01930680246338,80.01930680246338,86.16810998761662,106.05144106154339,96.42185118774648,107.67441838064167
MAP_N6_NB2_NL4_a2p15_s5_results_global.json,2.15,5,40.55108453696298,80.09876330065839,80.09876330065839,80.09876330065839,86.19293978089358,106.14697228929194,96.4253762131622,107.62639786407458
MAP_N6_NB2_NL4_a2p1_s1_results_global.json,2.1,1,39.114209708828795,80.21766660081488,80.21766660081488,80.21766660081488,86.22844537511487,106.31209610587001,96.19588742838914,107.57983512434747
MAP_N6_NB2_NL4_a2p1_s2_results_global.json,2.1,2,39.114299533436714,80.42162737502167,80.42162737502167,80.42162737502167,86.17312659012015,106.24399882740138,96.30156360852185,107.61391988230257
MAP_N6_NB2_NL4_a2p1_s3_results_global.json,2.1,3,39.114260753885944,80.30608270141158,80.30608270141158,80.30608270141158,86.23099436571101,106.29027055183712,96.18702558168943,107.59291599530002
MAP_N6_NB2_NL4_a2p1_s4_results_global.json,2.1,4,39.11424173192523,80.1716887464642,80.1716887464642,80.1716887464642,86.19243528416919,106.20739865501014,96.28229977069628,107.61964698502702
MAP_N6_NB2_NL4_a2p1_s5_results_global.json,2.1,5,39.11425035741832,80.18123397911309,80.18123397911309,80.18123397911309,86.33417947415631,106.31195416374533,96.22094212035125,107.57746006773112
